customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
3df704f53d3f1d4818840b34ec672a9f,04cf8185c71090d28baa4407b2e6d600,5271,sao paulo,SP
f5afca14dfa9dc64251cf2b45c54c363,38cad70d154a4dcc42b598d5c01f7ef1,25211,duque de caxias,RJ
be8c14c16a4d47194ccdfe10f1fc5b1a,c86a25b8f5f6c203bb3471553bdc3200,13157,cosmopolis,SP
388025bec8128ff20ec1a316ed4dcf02,f9effeed3df9ae063a58c0759b96f8b2,85804,cascavel,PR
05e996469a2bf9559c7122b87e156724,5229b8e4d7d2b9b676c2083c17b1ecd0,93180,portao,RS
5bb39c890c91b1d26801aa19a9336eac,a71cac9f356cfeb9db35061020806212,2407,sao paulo,SP
ef15b3240b2083e0487762ee2978d2b8,0c8761c28faa9b9930e4a9bb545905da,6434,barueri,SP
d2a79636084590b7465af8ab374a8cf5,c7f8d7b1fffc946d7069574f74c39f4e,88140,santo amaro da imperatriz,SC
57ee2ef64f17a5f9a4bf30489b06326c,91a7366b39d3620ce44f85fa5d116896,24120,niteroi,RJ
e42998ccffc48dc87bf70b37e2d61f33,b2d3863477633ff42a3dad9a7dd61cda,36830,espera feliz,MG
86ff82570097f39b2193254f540e4a69,2f97fb04ba09cfa05b9e3b3af4e8e247,78875,gaucha do norte,MT
6968ea6ff6368619de4d031a15d5c9a6,8051546e4730145100f73eb919000a81,95520,osorio,RS
22eb8142d6313bab19fa6c657170ae6b,66d7c05de70168738de8f6f8b5adce82,47630,serra do ramalho,BA
d0e6cb83a3fc27f56be011b2941f54c6,e1858db871ca0cea6d07b5413f450048,30720,belo horizonte,MG
819b0aa9b717f6d78c0f72211bafebe3,87d406e4698a66118241f1f4a407ee03,4216,sao paulo,SP
eecf2b94cdbe9ef6245fabb5e091c987,94819c1119bcbb29d414ac33b904e82d,18403,itapeva,SP
0a11cb0fb65032da800b780afcc1a1b7,b91094129b0c7e78a2d312269365968e,80020,curitiba,PR
1755fad7863475346bc6c3773fe055d3,a5314ac290a8b141491e987ae37aa7cc,13454,santa barbara d'oeste,SP
e4a32f8f3648818820a821cd577ccdba,c89cf1a054b60f1d893617b0b1a140d7,35170,coronel fabriciano,MG
9f5a2f912f123d541a318029712fe90b,e25e370b86824ff1a40d01c259cadd98,95760,sao sebastiao do cai,RS
1224a9f43655b57c469ab096e6ba5dc2,fc99cf02242e9883997db66f863ab742,25900,mage,RJ
02ed2cff54eb047cdbe79dd0535945d4,757921c3d0047781031e9bcbaf2c393c,5119,sao paulo,SP
230ab395e91b2421bd00ea45b60b23cb,cbc1758cf3d80ee00814749bdb650bd3,85805,cascavel,PR
7aed8da5ae4e0e34226c47f3bf041956,7e69734dad7cfcbe95aa59f38095057d,6144,osasco,SP
af5b08db5f1a31a3b6856a8a6dc33167,cd10a74ff01ce316302e0db00e90ccb4,62620,iraucuba,CE
2c5491a76ec0a56db58282ea7ae70617,a4031c5f35399c228a1cd7ed7431fd02,22733,rio de janeiro,RJ
19c6be9e0d7588d54ad848d44abeae95,d84d4b0fd330741632546d09239344bc,70862,brasilia,DF
e26eb46e8146dedecc6524e5d9771047,26ad164ad913649d86d05c20c3eaad57,6086,osasco,SP
993a76ab0714792eb45d4ebdd58e9a1c,773d6a126278eaa169f2daeb9cc23ef9,85960,marechal candido rondon,PR
debcdbb31583da1dbb6560b95ee39b18,ff5f63dc004a0f064fc459dc73e45bd1,7903,francisco morato,SP
8e2e23cac1496c337274b16fb7d57886,4509c8f5e9f3c62a7fe74eca06996bad,90470,porto alegre,RS
610a4163b8ab832daf93b4fbb48e9119,95cfb39a7e263160308a934e42cfc4e0,8615,suzano,SP
42bb82a17b70bebcc6090d38d894ea3f,0f524b9f56efaf32d066ef999d95840e,93310,novo hamburgo,RS
9ac71dee8847ffe35fb2c087da733cc4,178517ea7fc752dbcbfcad925153cf94,55014,caruaru,PE
f3223fd3b2517fa73ebb06dd5f1b0e99,2e15bb92fa33e06e35287ea4d1cafe05,97300,sao gabriel,RS
99907dc980230daa7bc0c7e6fb0b08fc,50343a5529a9ab46eacfd1fdc387cf0a,40285,salvador,BA
156a795ddee88514dace920fe888c46e,6c5ce6b9d419df2b111d90a6e85a10d6,2993,sao paulo,SP
29ef1f160ce630146dafa02052e2c5bf,68e9aca85421a3dc655325bcdf9c9912,3271,sao paulo,SP
19bacb562bd43bd4eaf05b6c0a59dad0,c5f01991eadc43c924dfd891e9026217,87323,alto sao joao,PR
8e1769459d9b9a9989799f6c79a4a663,1b1819e5da72c7a8c26b2e46aeeac553,28380,natividade,RJ
021e84751ba0ead75b6d314a6ead88d9,9a58c55c10b4eb6c69fb0874d8beb466,23025,rio de janeiro,RJ
4913f37a6cb9e2ba061770efb2ea4e58,161fd742f7217e46d7924d781e8705af,39480,januaria,MG
b7919647bde69acc948baa47823d6c75,6ad46014a4203440c38e3dbf7aedf51c,14740,viradouro,SP
3a6586139c630a9648d74d1da4a11cd8,8cd6f80d3c3994e2060d46ec07ff0b0a,39960,jequitinhonha,MG
c2ea1149b67ac4b480ff15b3b31110ee,0920c55955b78533a8319ad1d08baa2f,30240,belo horizonte,MG
ba0660bf3fffe505ee892e153a2fbd49,cd2624b9b75d83efb640f7204232511e,4753,sao paulo,SP
6b74fa3521fe75edbeff9948022f13d1,ee3944b64a4a9207cf551a5fe12982d1,38550,coromandel,MG
7e016f9ea275279784f42e0642214284,646d643b4ac1184e383341f8896c3dc8,60764,fortaleza,CE
ce0518f0279ef8b73d94633720e70b9f,5c258f7c0ff4f829eec200d6b9ed6994,13030,campinas,SP
3d2b9ce5685b7810c56c6b8babb0432e,414c84ad495003b943019c464580f531,78200,caceres,MT
449057269c318304d8a753f64c181b07,567cce4e47a422c4e6e2021a46c979e7,75901,rio verde,GO
1f184001b4cbba29eb3ddefd7b0a195b,f4089943e1529aefcd2733e1eecf877a,88010,florianopolis,SC
638c6674418fc58283a73c078bcb076f,5a494c648fde2d1ec4eb614274ea7159,44900,irece,BA
f411a040a2fa31babc72e93f3a947e07,5805f02470aa5a345996c6cf1eae5be1,65480,arari,MA
d29935fdaf4a76f34653da3def4f2a24,c3818f2a1aa9b856afa2cc5adf8e97b7,78652,confresa,MT
1bd00f336a9c3b3c35a720f715e7fe58,620123772a3dcba2bd22515fb40e1fb3,8790,mogi das cruzes,SP
3e337c99e0f5ff7ba9a4b98fbf7412fd,43da534e5e6c052df9993df486f342b6,30570,belo horizonte,MG
e7fb8d2c8a581e31b93defd84ee988fe,8166ab68030fd04c8dc0de68122091ac,11035,santos,SP
c9573cc1e246dadca50b2a74f795def3,7671178c592895e5beed747367b4a54b,60833,fortaleza,CE
6a562d22d4e2ce223ae7ad8bfd834ab0,bb78f4743e618d1b7d4e8fddb9494542,28893,rio das ostras,RJ
ac055528f5a69cba5e02d73ad1ee9a74,2db405cc6d4123953d36594dbff12a73,13054,campinas,SP
81ae5da9106d9b5af38c42eb81cce399,e4bd14f440ef8ed8d3cf48ebf731fd7f,47850,luis eduardo magalhaes,BA
b9f21de0cf737e46054822f6082eaf31,81def1193ae82b7a35da05d0565767fa,24900,marica,RJ
764fb80689629a0092fa11ada23a0c4e,2c90fdbc33c7a6f301f4c63f0c962b3f,94470,viamao,RS
384a027682b0ddc9d88f4aab723d9730,04334bf56d76e503c2b474e3bc129d65,18550,boituva,SP
aa0a85e355a784775696142c2f29aa48,bfdb1f4f667634b7ff30a716e6fafa95,57010,maceio,AL
42532fb94eca7866bb4915e5cd46300b,4d44daa2056990a8c1cb947a19c626b0,6322,carapicuiba,SP
cad2dc8d82cd9ccca487589a7fe62e6c,23f5ef949f4f54d239cadd6aa0ca48ed,11534,cubatao,SP
dcc13a2d32ff7ec6e1920580280f704c,00d03b5e33f8987549c5590313a4ef21,96690,pantano grande,RS
d23df2c6c3e51d875f458d123b2b3c90,88fbad05557cbc2d2f5fee59d6966716,1549,sao paulo,SP
3fb8a3a262c0e12894b068f551c9f006,a6ba026e341252f5e41461043458bf61,92032,canoas,RS
3740f4d0edef80f567eca55830ec9e8f,3cdb97c7026f8956cc2211db2b19f270,3261,sao paulo,SP
ede6d420b95b2d4145c3e0de07483597,e8092d3af4962027cd1f45d669494cd6,95625,imbe,RS
c2cd065252fa7ad04274d9d69dd9c09e,e808aa0ce98f33e671bf3e5b47756564,69918,rio branco,AC
021ccba47cb1118dfba3213180ffb44d,a8bdc0d9ea28636ee0ada5b9ccb430c9,5877,sao paulo,SP
2c8be64d4c648b0bbf8412c53761ae27,0aadc1d26d1c8b88a52c39a533ccea93,40055,salvador,BA
a9f353609242c268174ec433f45f8440,d42b2752f04c8b661506333f88f70177,8710,mogi das cruzes,SP
8787c72a20002592238d7b80721ab729,6d1213d0a8cccfa5cdb1b693fd388055,79075,campo grande,MS
627b92adad5c3e29a2c4518bfcf13fec,c34829c1ffe2887992efcf51e4e02b31,77405,gurupi,TO
d4af21206f409c5ba8408216b06b00b6,7b6ac9f73f821832a2271276076d5c04,73770,alto paraiso de goias,GO
a7b54e5d33e657bd68a2d411fbace435,aabc3cb2442d5fde20de031b717eee8b,13025,campinas,SP
3ad37c1be46629ea6935f7eb2362b380,d1ad0a5f79589af17562cdfea4b4d8c7,13054,campinas,SP
65c295c5ac6110fc4214f32ab7df512e,f06c7ebe0f12b42eab6530215eecdc9f,71937,brasilia,DF
6bfd1870443dc5b9f1297214b35e865b,aea3fa1fa5d8971c35a15b3e836e6d8d,20271,rio de janeiro,RJ
4229505b5f66e1c3cc7cacd14af16a8f,54d97c70f72815eae0f2538364774a7a,6765,taboao da serra,SP
a83a89abd16a03e6376fb659ca7b6612,9dddffdd447ab3aa654122a6a1049906,37640,extrema,MG
74df30b888082a6cfaeb6bbee623e6a2,be7afc56db0978e1f7f9599f89527126,48040,alagoinhas,BA
4d8c75952e09254a602a3a059d0ac367,c375736396906dff8414217e02c45661,13050,campinas,SP
1181d20ba074543832905275fd087e73,2fc9a64ae672512016acd52bb0d59c61,4313,sao paulo,SP
ab8844663ae049fda8baf15fc928f47f,02c9e0c05a817d4562ec0e8c90f29dba,8577,itaquaquecetuba,SP
525bd2d51afa1e21386ca55e0d0e2824,51be608e99a9d07f3dc157ab3f984f2b,38183,araxa,MG
56df3acf6826046c875a51d0db805524,27c343002e49de073102bc1e24b6493c,90150,porto alegre,RS
29251d6a551cedc7040b152221744460,95f270e7d1d60bde8031dc0c058558e0,15745,paranapua,SP
271b5cf8d44f5321d8a512c459472fbf,a79678c360b11a982dfdb55a42778e88,70740,brasilia,DF
aff6c1cbd702e9650fba803f5d7dc83c,c28b695680373781f8ff086844f72ef2,37925,piumhii,MG
edfe8350920188f5738ab4ef3af21d62,e2025196f6b427896e38326e6b1ff553,30770,belo horizonte,MG
5c7d83fc8f4fb37ef3efb3e08b693137,df0656c09678129487d1639d764acc1c,94065,gravatai,RS
0f9863eaf7169595f5a7699580ea5695,daaf7866693b57dfa2f4c68329073801,20771,rio de janeiro,RJ
b8db3ed2d28a258de61b1db21e042868,73f90b219c69253bddd6d6111783f47b,20785,rio de janeiro,RJ
e674bf9e1fd5863bbb4c72f95fdba39f,efdde190794fc1f7e2d1c91dda5453fe,1014,sao paulo,SP
a455f91b7ce36ac2eee4d8c54a05946c,5790eb0a154162bb308fa4e642c20585,13077,campinas,SP
3c18db09bbaf1ef66e568bc610fc3e9f,023c8fe9cea056407269dfe9bdd57a8c,76385,goianesia,GO
12097fd2d4e0e9dd4fe1dff039f63b70,07d49575e9eb300156daf8a365fb19fb,84010,ponta grossa,PR
f94b42a1fbdacb6be65b3f64cd68ce5f,1ba017d398d4fd2ad48fe28b0a9d94a1,94931,cachoeirinha,RS
af86c43027ee9c1f73233d9d55783c00,674b8bca7cdaac71777cd026ebb31c43,1311,sao paulo,SP
6cf4840b6dfe102270032fca98880fc2,f38d0a168948a5dd98c2b8e0f9eb3120,25720,petropolis,RJ
d946aedc7ae05f2259b2c2f9342e6272,1ee68e5d9aee3ee39f6aab702de9d5c8,3816,sao paulo,SP
fa3b701e87d5470f0caa38474274f11f,7f5fd837ad25b075bd3b583481e11df6,64545,santa cruz do piaui,PI
8c0e35584a0e33e799e4c9113a8d80cc,30601ff4bc10bc566c995c703a463866,8070,sao paulo,SP
55be46c8eddc7c5709f497060094f66d,e14c078d9acd96d722eadaa49d729bc1,74823,goiania,GO
8183bc209961160c9462b9007e7ae910,bd48312ef3ab7e4e832808c1ca9ad9d3,15084,sao jose do rio preto,SP
b8245bf3278e6f2d8144c2b23a0b424c,2e0cd6f7d34ce42c5a047fdffcf275b9,8587,itaquaquecetuba,SP
8422c35d03577f94c15a4eed5504e09b,284f0533e6c79c3e3397c2b185573a78,25515,sao joao de meriti,RJ
60582a6628af83a283474d8c94e3ff7a,e106b0bf1efc2352bda60eaeced76675,33600,pedro leopoldo,MG
0e9c3be1592c050d343700ba21b7f806,1c39144d899f035157a7761e319bc3ea,71676,brasilia,DF
